City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Pochutla,MX,15.7432,-96.4661,86.83,49,62,6.87,broken clouds
347,Olafsvik,IS,64.8945,-23.7142,33.12,68,19,11.32,few clouds
348,Hami,CN,42.8,93.45,19.31,39,85,7.05,overcast clouds
349,Nishihara,JP,26.1842,127.7558,65.48,88,75,23.02,broken clouds
350,Huarmey,PE,-10.0681,-78.1522,71.08,77,100,4.18,overcast clouds
351,Turkistan,KZ,43.0,68.0,24.26,53,75,9.55,broken clouds
352,Sibolga,ID,1.7427,98.7792,75.15,93,100,3.51,overcast clouds
353,Tinca,RO,46.7749,21.9316,28.51,83,80,9.37,broken clouds
354,Teahupoo,PF,-17.8333,-149.2667,69.76,78,100,23.22,overcast clouds
355,Alofi,NU,-19.0595,-169.9187,82.29,61,40,18.41,scattered clouds
356,Mareeba,AU,-17.0,145.4333,75.43,94,98,0.31,overcast clouds
357,Sayanogorsk,RU,53.0875,91.3997,-5.62,87,77,4.05,broken clouds
358,Zwedru,LR,6.0667,-8.1281,80.37,61,96,2.42,overcast clouds
359,Tutoia,BR,-2.7619,-42.2744,81.79,72,70,13.22,broken clouds
360,Magalia,US,39.8121,-121.5783,44.15,82,3,1.01,clear sky
361,Williston,US,48.147,-103.618,23.74,90,100,3.0,overcast clouds
362,Talnakh,RU,69.4865,88.3972,-7.8,98,100,8.77,overcast clouds
363,Helena,US,46.5927,-112.0361,19.26,68,100,10.36,overcast clouds
364,Eydhafushi,MV,5.1033,73.0708,81.0,76,100,14.79,overcast clouds
365,San Rafael Del Sur,NI,11.8485,-86.4384,85.17,56,100,10.6,overcast clouds
366,Tarusan,PH,8.6546,117.5104,75.58,86,56,4.83,broken clouds
367,Chara,RU,56.9064,118.2631,-28.61,80,56,1.9,broken clouds
368,Khandbari,NP,27.3747,87.2039,53.19,61,2,3.31,clear sky
369,Cortland,US,42.6001,-76.083,27.95,88,100,0.0,overcast clouds
370,Chuy,UY,-33.6971,-53.4616,69.26,51,100,17.25,overcast clouds
371,Hobyo,SO,5.3505,48.5268,78.48,69,1,21.34,clear sky
372,Bara,NG,10.3744,10.7288,75.22,21,61,7.38,broken clouds
373,Kanturk,IE,52.1667,-8.9,36.34,98,100,5.23,light snow
374,Algeciras,ES,36.1333,-5.4505,67.68,83,75,16.11,broken clouds
375,Jega,NG,12.2175,4.3792,76.46,17,62,9.06,broken clouds
376,Lasa,IT,46.6166,10.7002,20.03,71,2,1.86,clear sky
377,Muravlenko,RU,63.7898,74.523,-10.35,96,100,6.42,overcast clouds
378,Vavoua,CI,7.3819,-6.4778,76.84,41,36,3.22,scattered clouds
379,Alyangula,AU,-13.8483,136.4192,83.34,74,99,11.34,overcast clouds
380,Ilulissat,GL,69.2167,-51.1,-6.9,74,25,6.78,scattered clouds
381,Yantai,CN,37.5333,121.4,34.88,51,20,12.12,few clouds
382,Portland,US,45.5234,-122.6762,47.52,89,75,4.61,broken clouds
383,Ola,RU,59.5833,151.2833,-23.85,88,28,7.83,scattered clouds
384,Faanui,PF,-16.4833,-151.75,76.66,82,100,27.6,light rain
385,Talcahuano,CL,-36.7167,-73.1167,71.28,49,0,24.16,clear sky
386,Lensk,RU,60.7253,114.9278,-18.56,93,100,10.78,overcast clouds
387,Sangar,RU,63.9242,127.4739,-33.97,93,100,7.05,overcast clouds
388,Lakatoro,VU,-16.0999,167.4164,80.73,77,0,4.72,clear sky
389,Cockburn Town,TC,21.4612,-71.1419,76.21,63,0,5.82,clear sky
390,Jackson,US,42.4165,-122.8345,45.39,79,100,1.99,overcast clouds
391,Barcelos,PT,41.5388,-8.6151,62.74,97,100,8.61,overcast clouds
392,Flinders,AU,-34.5833,150.8552,64.18,53,0,8.99,clear sky
393,Fiche,ET,9.8,38.7333,52.12,53,56,2.84,broken clouds
394,Camacha,PT,33.0833,-16.3333,69.22,88,20,16.11,few clouds
395,Tias,ES,28.9611,-13.645,67.68,88,75,0.0,broken clouds
396,Marsa Matruh,EG,31.3525,27.2453,64.81,74,90,5.23,overcast clouds
397,Rovaniemi,FI,66.5,25.7167,0.81,85,0,8.05,clear sky
398,Kyaikkami,MM,16.08,97.5675,78.4,77,100,7.67,overcast clouds
399,Dicabisagan,PH,17.0818,122.4157,76.73,90,100,6.2,overcast clouds
400,Mahanoro,MG,-19.9,48.8,73.92,90,49,2.53,light rain
401,Sasovo,RU,54.3537,41.9199,28.33,80,83,19.71,broken clouds
402,Esil,KZ,51.9556,66.4042,11.3,81,100,9.06,overcast clouds
403,Pimentel,PE,-6.8367,-79.9342,77.29,57,0,13.8,clear sky
404,Xuddur,SO,4.1213,43.8894,76.37,35,0,9.95,clear sky
405,Inta,RU,66.0317,60.1659,-22.49,100,69,4.99,broken clouds
406,Tyup,KG,42.7276,78.3648,17.53,63,1,4.59,clear sky
407,Tecoanapa,MX,16.5167,-98.75,82.65,64,97,9.71,overcast clouds
408,Te Anau,NZ,-45.4167,167.7167,59.05,70,93,3.15,overcast clouds
409,Sistranda,NO,63.7256,8.834,21.16,70,0,19.22,clear sky
410,Pingliang,CN,35.5392,106.6861,25.45,28,98,6.33,overcast clouds
411,Yerbogachen,RU,61.2767,108.0108,-25.35,99,86,4.81,overcast clouds
412,Naze,JP,28.3667,129.4833,59.92,74,79,17.2,broken clouds
413,Aitape,PG,-3.1374,142.3475,76.86,89,100,2.44,moderate rain
414,Bermejo,AR,-32.8833,-68.8,85.91,20,0,13.8,clear sky
415,Upington,ZA,-28.4478,21.2561,84.58,39,77,12.66,broken clouds
416,Ishim,RU,56.1128,69.4902,6.62,85,100,9.55,overcast clouds
417,Koindu,GN,8.4386,-10.3253,71.24,46,1,2.26,clear sky
418,Jalu,LY,29.0331,21.5482,66.69,43,9,6.67,clear sky
419,Blankenburg,DE,51.7833,10.95,25.09,82,11,2.3,few clouds
420,Yangjiang,CN,21.85,111.9667,51.44,71,5,7.65,clear sky
421,Zeya,RU,53.75,127.2667,4.12,85,100,8.88,overcast clouds
422,Atkarsk,RU,51.8718,45.0078,23.13,63,0,15.39,clear sky
423,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,84.56,58,100,2.35,overcast clouds
424,Gayny,RU,60.3071,54.3241,14.18,95,100,6.04,light snow
425,Pilar,BR,-9.5972,-35.9567,80.53,67,94,11.81,overcast clouds
426,Port Macquarie,AU,-31.4333,152.9167,61.27,52,0,8.99,clear sky
427,Marienburg,PL,54.0359,19.0266,34.84,90,100,20.69,snow
428,Sept-Iles,CA,50.2001,-66.3821,17.06,87,75,9.22,snow
429,Tarakan,ID,3.3,117.6333,77.77,82,100,3.2,overcast clouds
430,Mitsamiouli,KM,-11.3847,43.2844,80.46,78,91,10.56,overcast clouds
431,Mata,PT,40.683,-7.4592,59.94,94,100,15.41,overcast clouds
432,Thinadhoo,MV,0.5333,72.9333,81.79,75,90,14.9,overcast clouds
433,Rioja,AR,-29.4111,-66.8507,94.84,32,0,9.31,clear sky
434,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,87,99,16.44,overcast clouds
435,Cabo San Lucas,MX,22.8909,-109.9124,85.6,64,40,12.66,scattered clouds
436,Nuuk,GL,64.1835,-51.7216,21.81,63,20,2.3,few clouds
437,Aykhal,RU,66.0,111.5,-13.09,100,100,7.49,overcast clouds
438,Ratnagiri,IN,16.9833,73.3,79.95,66,77,3.76,broken clouds
439,Ancud,CL,-41.8697,-73.8203,58.75,69,81,9.15,broken clouds
440,Terre Haute,US,39.4667,-87.4139,46.76,62,0,9.22,clear sky
441,Gari,RU,59.4307,62.3497,1.71,93,100,2.98,light snow
442,Comodoro Rivadavia,AR,-45.8667,-67.5,71.46,23,0,26.46,clear sky
443,Shaunavon,CA,49.6501,-108.4181,8.38,91,81,14.61,broken clouds
444,Dukat,RU,62.55,155.55,-28.16,97,100,4.61,overcast clouds
445,Kovdor,RU,67.5662,30.4758,-9.47,99,44,1.23,scattered clouds
446,Campbell River,CA,50.0163,-125.2446,40.44,80,40,8.05,scattered clouds
447,Grand Forks,US,47.9417,-97.4337,30.13,80,100,18.41,haze
448,Isangel,VU,-19.55,169.2667,78.91,83,20,2.3,few clouds
449,Solwezi,ZM,-12.1688,26.3894,60.8,96,15,1.83,light rain
450,Vanavara,RU,60.34,102.2797,-30.87,100,31,3.27,scattered clouds
451,Bogale,MM,16.2833,95.4,72.63,70,41,3.36,scattered clouds
452,Santarem,BR,-2.4431,-54.7083,87.93,66,20,8.05,few clouds
453,Grand Gaube,MU,-20.0064,57.6608,77.38,70,7,7.0,clear sky
454,Muhos,FI,64.808,25.9931,4.78,86,100,7.38,overcast clouds
455,Coro,VE,11.4045,-69.6734,81.27,70,54,15.99,broken clouds
456,Marawi,PH,7.9986,124.2928,68.05,95,48,1.23,scattered clouds
457,Tobermory,CA,45.2501,-81.6665,29.8,70,30,12.44,scattered clouds
458,Aktas,KZ,49.7789,72.9608,11.95,80,100,7.85,overcast clouds
459,Ayr,GB,55.4627,-4.6339,25.5,93,0,4.61,clear sky
460,Knysna,ZA,-34.0363,23.0471,72.21,92,99,4.03,light rain
461,Tazovskiy,RU,67.4667,78.7,-13.9,96,100,6.4,overcast clouds
462,Broome,US,42.2506,-75.833,30.7,82,100,10.36,overcast clouds
463,Belyy Yar,RU,53.6039,91.3903,-13.14,64,75,2.24,fog
464,Gazanjyk,TM,39.2446,55.5154,31.6,66,0,9.84,clear sky
465,Kopavogur,IS,64.1123,-21.913,26.82,86,0,1.14,clear sky
466,Mount Gambier,AU,-37.8333,140.7667,51.49,82,54,12.48,broken clouds
467,Medicine Hat,CA,50.0501,-110.6683,4.71,77,100,1.01,overcast clouds
468,Charters Towers,AU,-20.1,146.2667,75.29,79,100,5.08,overcast clouds
469,Halifax,CA,44.6453,-63.5724,28.4,78,100,18.41,overcast clouds
470,Mendota,US,36.7536,-120.3816,53.87,66,84,6.17,broken clouds
471,Anito,PH,12.4497,125.2886,76.8,86,100,0.87,overcast clouds
472,De Land,US,29.0283,-81.3031,75.11,68,40,4.61,scattered clouds
473,Polunochnoye,RU,60.8697,60.4153,-6.56,99,100,2.06,overcast clouds
474,Cayenne,GF,4.9333,-52.3333,84.24,74,75,11.5,broken clouds
475,Manaure,CO,11.7751,-72.4445,82.98,65,93,12.71,overcast clouds
476,Lufilufi,WS,-13.8745,-171.5986,83.98,74,19,0.02,few clouds
477,Barabinsk,RU,55.3571,78.357,18.34,93,100,14.32,overcast clouds
478,Narasannapeta,IN,18.4167,84.05,71.53,87,1,3.09,clear sky
479,Dunedin,NZ,-45.8742,170.5036,57.79,90,100,11.99,overcast clouds
480,Baguanos,CU,20.7517,-76.0269,82.69,41,0,9.71,clear sky
481,Kushima,JP,31.4583,131.2333,52.43,87,50,10.0,scattered clouds
482,Gizo,SB,-8.103,156.8419,82.27,75,60,5.77,broken clouds
483,Tabou,CI,4.423,-7.3528,79.11,79,5,5.84,clear sky
484,Daru,PG,-9.0763,143.2092,77.23,91,100,6.31,overcast clouds
485,Puerto Escondido,MX,15.85,-97.0667,85.03,61,0,3.44,clear sky
486,Marsabit,KE,2.3284,37.9899,67.24,68,15,7.61,few clouds
487,Bundaberg,AU,-24.85,152.35,79.21,93,90,3.0,overcast clouds
488,Arys,KZ,42.4252,68.795,26.64,66,100,4.12,overcast clouds
489,Severnyy,RU,50.677,36.5532,37.44,100,100,8.95,mist
490,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,72,0,8.99,clear sky
491,Kargil,IN,34.5667,76.1,21.96,49,77,2.42,broken clouds
492,Iracoubo,GF,5.4802,-53.2011,79.72,81,97,8.77,overcast clouds
493,Terney,RU,45.0503,136.6092,24.13,95,100,9.17,snow
494,Gainesville,US,29.6516,-82.3248,72.79,65,0,8.05,clear sky
495,Partenit,UA,44.578,34.3446,51.73,74,100,5.14,overcast clouds
496,Ercis,TR,39.0287,43.3586,35.26,80,100,1.81,overcast clouds
497,Rongcheng,CN,30.634,117.8517,37.85,48,1,1.48,clear sky
498,Kashima,JP,33.1061,130.0906,50.65,74,90,4.92,overcast clouds
499,Shirwal,IN,18.1333,73.9833,72.0,80,93,2.59,overcast clouds
500,Hambantota,LK,6.1241,81.1185,74.71,84,96,6.8,overcast clouds
501,Puerto Colombia,CO,10.9878,-74.9547,87.89,77,24,18.61,few clouds
502,Dakar,SN,14.6937,-17.4441,81.48,62,0,12.39,clear sky
503,Antalaha,MG,-14.9003,50.2788,73.58,91,55,6.69,light rain
504,Dhaulpur,IN,26.7,77.9,61.63,38,0,6.53,clear sky
505,Yenagoa,NG,4.9247,6.2642,78.89,82,26,6.33,scattered clouds
506,Shilovo,RU,54.3204,40.874,31.26,84,100,19.64,overcast clouds
507,Constitucion,CL,-35.3333,-72.4167,69.6,54,0,21.68,clear sky
508,Farmington,US,36.7281,-108.2187,38.08,73,100,5.75,overcast clouds
509,Sawtell,AU,-30.3833,153.1,66.22,68,2,9.22,clear sky
510,Den Helder,NL,52.9599,4.7593,28.02,93,4,5.99,mist
511,Nioro,GM,13.35,-15.75,82.33,12,0,6.46,clear sky
512,Jiehu,CN,35.5428,118.455,31.01,33,6,4.09,clear sky
513,Poyarkovo,RU,49.6,128.6833,8.31,89,100,8.95,overcast clouds
514,Uthal,PK,25.8072,66.6219,70.68,50,0,5.03,clear sky
515,Seddon,AU,-37.8068,144.8916,55.71,74,75,10.36,broken clouds
516,Chunskiy,RU,56.0815,99.6342,-14.85,98,89,1.34,overcast clouds
517,Farsund,NO,58.0948,6.8047,26.06,31,66,16.75,broken clouds
518,Tukrah,LY,32.5341,20.5791,65.59,75,100,13.6,overcast clouds
519,Humaita,BR,-7.5061,-63.0208,84.47,70,100,0.54,overcast clouds
520,Yokadouma,CM,3.5167,15.05,74.1,46,40,1.32,scattered clouds
521,Emilio Carranza,MX,19.9711,-96.6114,79.45,67,5,11.16,clear sky
522,Pitimbu,BR,-7.4706,-34.8086,82.99,70,100,9.69,overcast clouds
523,Libertad,PH,8.9442,125.5019,74.53,94,100,3.51,overcast clouds
524,Saint-Georges,GD,12.0564,-61.7485,82.08,65,20,14.97,few clouds
525,Sri Aman,MY,1.2376,111.4621,73.45,100,100,0.0,overcast clouds
526,Road Town,VG,18.4167,-64.6167,82.49,57,20,4.61,few clouds
527,Wajima,JP,37.4,136.9,55.2,69,100,30.62,overcast clouds
528,Grajewo,PL,53.6473,22.4554,27.82,97,98,12.06,light snow
529,Beyneu,KZ,45.3167,55.2,26.82,79,5,12.37,clear sky
530,Luhacovice,CZ,49.0998,17.7575,31.12,91,100,3.83,overcast clouds
531,Paamiut,GL,61.994,-49.6678,18.12,61,0,8.21,clear sky
532,Komsomolskiy,UZ,40.4272,71.7189,29.12,86,75,4.61,fog
533,Afua,BR,-0.1567,-50.3867,83.88,64,61,7.78,broken clouds
534,Rabo De Peixe,PT,37.8,-25.5833,63.28,100,40,19.57,scattered clouds
535,Oranjemund,NA,-28.55,16.4333,67.19,85,22,6.06,few clouds
536,Araouane,ML,18.9048,-3.5265,75.2,12,0,8.55,clear sky
537,Salina,US,38.8403,-97.6114,52.95,89,100,19.57,overcast clouds
538,Pedernales,DO,18.0384,-71.744,80.64,62,25,4.29,scattered clouds
539,Qeshm,IR,26.9581,56.2719,58.89,35,0,14.72,clear sky
540,Arshan,RU,46.2732,44.22,32.38,86,58,20.13,broken clouds
541,Keffi,NG,8.8486,7.8736,80.04,24,0,1.28,clear sky
542,Grunberg,DE,50.594,8.9587,25.93,93,8,2.06,clear sky
543,Moerai,PF,-22.4333,-151.3333,72.52,87,100,15.61,moderate rain
544,Slave Lake,CA,55.2834,-114.769,3.18,78,40,9.22,scattered clouds
545,Tondano,ID,1.3038,124.9112,67.87,90,94,2.62,overcast clouds
546,Lumphat,KH,13.4878,106.9816,65.84,81,78,6.04,broken clouds
547,Tynda,RU,55.1667,124.7167,-13.36,76,100,8.99,overcast clouds
548,Iskateley,RU,67.6803,53.1512,-8.5,97,9,8.81,clear sky
549,Georgiyevka,KZ,43.0369,74.7114,5.04,85,5,2.24,mist
550,Boa Vista,BR,2.8197,-60.6733,80.58,74,40,2.3,scattered clouds
551,Panjab,AF,34.388,67.0233,11.86,98,96,0.49,overcast clouds
552,Laranja Da Terra,BR,-19.8989,-41.0567,84.27,80,47,1.74,scattered clouds
553,Inhambane,MZ,-23.865,35.3833,77.7,84,100,7.9,overcast clouds
554,Arman,RU,59.7,150.1667,-24.99,83,18,8.48,few clouds
555,Corn Island,NI,12.1694,-83.0418,80.74,70,79,15.03,broken clouds
556,Tuatapere,NZ,-46.1333,167.6833,61.05,69,100,4.72,overcast clouds
557,Matamoros,MX,25.5333,-103.25,77.11,22,75,5.75,broken clouds
558,Sola,VU,-13.8833,167.55,82.11,72,22,11.41,few clouds
559,Gao,ML,16.6362,1.637,73.4,12,4,10.71,clear sky
560,Saint Joseph,US,39.7686,-94.8466,39.58,91,100,10.36,mist
561,Pemangkat,ID,1.1667,108.9667,76.33,90,100,6.38,overcast clouds
562,Cairns,AU,-16.9167,145.7667,80.06,91,75,4.61,broken clouds
563,Conde,BR,-7.2597,-34.9075,81.86,69,20,11.5,few clouds
564,Bealanana,MG,-14.55,48.7333,64.98,97,100,3.47,overcast clouds
565,Izumo,JP,35.3667,132.7667,48.15,73,100,14.97,overcast clouds
566,Tura,IN,25.5198,90.2201,58.82,87,18,2.48,few clouds
567,Kusu,JP,33.2831,131.1514,45.01,92,100,4.68,overcast clouds
568,Palmer,US,42.1584,-72.3287,36.01,59,20,10.36,few clouds
569,Dimitrovgrad,RU,54.2139,49.6184,21.97,70,7,12.57,clear sky
570,Priiskovyy,RU,51.9333,116.6333,-4.9,82,100,11.54,overcast clouds
571,Bangassou,CF,4.7413,22.8184,73.58,43,51,1.23,broken clouds
572,Marathon,US,44.9,-89.7668,33.33,76,100,11.5,overcast clouds
573,Djibo,BF,14.1022,-1.6306,76.57,12,68,8.99,broken clouds
574,Cap-Aux-Meules,CA,47.3821,-61.8597,24.82,80,100,11.5,overcast clouds
575,Sur,OM,22.5667,59.5289,73.63,66,8,5.99,clear sky
576,Koson,UZ,39.0375,65.585,30.52,62,8,4.32,clear sky
577,El Reno,US,35.5323,-97.955,53.28,100,100,16.11,mist
578,Valreas,FR,44.3837,4.9908,36.68,76,100,0.83,light snow
579,Igarka,RU,67.4667,86.5833,-14.53,97,100,10.92,overcast clouds
580,Prado,BR,-17.3411,-39.2208,76.6,89,82,16.04,light rain
581,Port-Gentil,GA,-0.7193,8.7815,80.56,89,20,5.75,light rain
582,Bathsheba,BB,13.2167,-59.5167,81.21,81,40,14.97,scattered clouds
583,Arlit,NE,18.7369,7.3853,73.22,10,18,8.41,few clouds
584,Plettenberg Bay,ZA,-34.0527,23.3716,71.22,90,98,2.77,light rain
585,Sechelt,CA,49.4664,-123.7694,46.4,70,77,0.96,broken clouds
586,Glendive,US,47.1053,-104.7125,23.49,90,100,13.8,mist
587,Quatre Cocos,MU,-20.2078,57.7625,77.09,81,32,14.09,scattered clouds
588,Sosnovka,RU,56.255,51.2842,18.45,81,44,10.02,scattered clouds
589,La Ronge,CA,55.1001,-105.2842,8.85,85,100,13.8,light snow
590,Marrakesh,MA,31.6315,-8.0083,68.07,73,75,6.91,broken clouds
591,Kenai,US,60.5544,-151.2583,22.14,95,0,4.61,mist
592,Narsaq,GL,60.9167,-46.05,17.82,62,1,8.12,clear sky
593,Chlorakas,CY,34.8042,32.4083,63.48,77,20,13.8,light rain
594,Santa Rosalia,MX,27.3167,-112.2833,69.46,49,1,11.61,clear sky
595,Kampong Cham,KH,11.9934,105.4635,68.59,78,98,5.88,overcast clouds
596,Najran,SA,17.4924,44.1277,61.45,53,0,3.04,clear sky
597,San Rafael,AR,-34.6177,-68.3301,84.13,13,0,9.04,clear sky
598,Burgeo,CA,47.6167,-57.6152,25.14,59,95,7.76,overcast clouds
599,Kwinana,AU,-32.25,115.7667,62.19,59,100,17.05,overcast clouds
600,Thompson,CA,55.7435,-97.8558,26.76,93,100,2.3,light snow
601,Camana,PE,-16.6228,-72.7111,73.62,75,69,5.68,broken clouds
602,Mehamn,NO,71.0357,27.8492,26.55,74,40,26.46,scattered clouds
603,Hovd,MN,48.0056,91.6419,-4.67,76,4,4.83,clear sky
604,Champerico,GT,14.3,-91.9167,90.14,68,80,7.18,broken clouds
605,Nouadhibou,MR,20.931,-17.0347,75.18,60,0,12.66,clear sky
606,Linden,GY,6.0,-58.3,79.36,90,98,3.67,overcast clouds
607,Yaan,NG,7.3833,8.5667,82.26,21,8,3.22,clear sky
608,Imbituba,BR,-28.24,-48.6703,83.91,65,17,2.04,few clouds
609,Vilyuysk,RU,63.7553,121.6247,-22.23,97,100,5.55,overcast clouds
610,Warrnambool,AU,-38.3833,142.4833,52.07,82,96,19.84,overcast clouds
611,Namibe,AO,-15.1961,12.1522,69.55,74,100,9.84,overcast clouds
612,Antofagasta,CL,-23.65,-70.4,72.68,69,81,7.78,broken clouds
613,Nemuro,JP,43.3236,145.575,38.14,62,100,18.5,overcast clouds
614,Petropavlovka,RU,50.6114,105.3196,-7.96,85,61,5.82,broken clouds
615,Tangara,BR,-6.1994,-35.8017,84.7,50,99,12.53,overcast clouds
616,Hokitika,NZ,-42.7167,170.9667,62.1,70,12,2.62,few clouds
617,Sobolevo,RU,54.4299,31.8996,14.97,97,91,7.7,overcast clouds
618,Gigmoto,PH,13.7796,124.39,77.22,84,97,1.52,overcast clouds
619,San Carlos De Bariloche,AR,-41.1456,-71.3082,61.25,39,20,28.77,few clouds
620,Adelaide,AU,-34.9333,138.6,59.32,68,40,14.97,scattered clouds
621,Luau,AO,-10.7073,22.2247,65.93,95,99,1.66,moderate rain
622,Murgab,TM,37.4966,61.9714,30.07,93,0,9.22,clear sky
623,Mujiayingzi,CN,42.1167,118.7833,10.67,48,5,15.59,clear sky
624,Peniche,PT,39.3558,-9.3811,67.08,97,100,18.75,overcast clouds
625,Odienne,CI,9.51,-7.5692,75.65,21,0,2.42,clear sky
626,Mabaruma,GY,8.2,-59.7833,78.39,81,92,6.08,overcast clouds
627,Fare,PF,-16.7,-151.0167,77.11,78,100,26.96,overcast clouds
628,Arroyo,ES,41.6096,-4.7969,56.59,89,100,20.71,overcast clouds
629,Bridlington,GB,54.0831,-0.1919,32.9,75,93,2.28,overcast clouds
630,Yarada,IN,17.65,83.2667,76.1,86,12,4.56,few clouds
631,Newton,US,42.337,-71.2092,35.44,46,0,8.05,clear sky
632,Listvyanka,RU,51.8535,104.8693,4.05,87,100,15.55,overcast clouds
633,Cururupu,BR,-1.8283,-44.8683,81.63,70,80,6.46,broken clouds
634,Matara,LK,5.9485,80.5353,73.17,87,62,4.83,broken clouds
635,Korcula,HR,42.9622,17.1369,50.23,48,9,9.04,clear sky
636,Ballitoville,ZA,-29.539,31.2144,73.54,64,75,8.05,broken clouds
637,Luanda,AO,-8.8368,13.2343,77.29,85,85,9.1,overcast clouds
638,Northam,GB,51.0333,-4.2167,31.39,85,100,10.04,overcast clouds
639,Saint Anthony,US,45.0205,-93.218,35.53,76,100,16.11,overcast clouds
640,Maragogi,BR,-9.0122,-35.2225,79.56,75,99,12.26,overcast clouds
641,Samarai,PG,-10.6167,150.6667,82.47,77,100,4.29,overcast clouds
642,Teknaf,BD,20.8624,92.3058,66.31,68,25,8.61,scattered clouds
643,Nowy Targ,PL,49.4778,20.0323,23.59,85,100,5.68,snow
644,Rundu,NA,-17.9333,19.7667,68.79,85,100,8.01,light rain
645,Teberda,RU,43.4456,41.7448,40.78,75,100,4.72,overcast clouds
646,Ottawa,CA,45.4112,-75.6981,26.98,62,0,8.05,clear sky
647,La Romana,DO,18.4273,-68.9728,82.76,83,75,0.0,broken clouds
648,Baturaja,ID,-4.1333,104.1667,71.53,96,100,2.42,overcast clouds
649,Robertsport,LR,6.7533,-11.3686,80.53,81,0,10.18,clear sky
650,Kiunga,PG,-6.1219,141.2906,73.08,100,100,1.86,overcast clouds
651,Yeppoon,AU,-23.1333,150.7333,74.98,85,11,4.0,light rain
652,Dejen,ET,10.1667,38.1333,58.12,51,67,4.92,broken clouds
653,Litovko,RU,49.2361,135.1742,7.3,96,100,4.7,light snow
654,Clevelandia,BR,-26.3958,-52.4708,74.75,87,91,3.36,overcast clouds
655,Temerloh,MY,3.4483,102.4176,74.98,99,89,0.92,moderate rain
656,Rawson,AR,-43.3002,-65.1023,75.49,19,0,17.27,clear sky
657,Muzhi,RU,65.3667,64.6667,-17.91,97,19,3.09,few clouds
658,Simao,CN,22.7886,100.9748,52.14,98,66,2.39,broken clouds
659,Chipinge,ZW,-20.1883,32.6236,66.38,82,18,6.46,few clouds
660,Manoel Urbano,BR,-8.8389,-69.2597,84.11,65,100,1.52,overcast clouds
661,Vao,NC,-22.6667,167.4833,75.45,66,96,8.86,overcast clouds
662,Gogrial,SS,8.5332,28.1004,79.27,29,7,3.44,clear sky
663,Kudahuvadhoo,MV,2.6708,72.8944,80.76,78,96,15.82,overcast clouds
664,Cozumel,MX,20.5083,-86.9458,81.07,79,75,5.01,broken clouds
665,Russell,US,32.3502,-85.1999,61.97,82,100,4.61,overcast clouds
666,Porangatu,BR,-13.4408,-49.1486,83.8,66,92,2.15,overcast clouds
667,Madhupur,IN,24.25,86.65,62.38,40,11,5.59,few clouds
668,Lalmohan,BD,22.3384,90.7419,67.96,60,2,8.21,clear sky
669,Xiongzhou,CN,25.1167,114.3,42.04,86,0,2.17,clear sky
670,Kuito,AO,-12.3833,16.9333,63.84,70,99,3.94,overcast clouds
671,Ahome,MX,25.9167,-109.1833,78.75,29,59,11.03,broken clouds
672,Tvedestrand,NO,58.622,8.9315,21.83,75,56,10.29,broken clouds
673,Mayumba,GA,-3.432,10.6554,76.68,84,100,2.64,light rain
674,Kentau,KZ,43.5206,68.5094,25.88,50,61,4.29,broken clouds
675,Inuvik,CA,68.3499,-133.7218,0.46,71,75,6.91,broken clouds
676,Laibin,CN,23.7,109.2667,46.53,44,6,5.7,clear sky
677,Harnosand,SE,62.6323,17.9379,14.0,88,100,19.91,overcast clouds
678,Les Cayes,HT,18.2,-73.75,78.4,72,33,6.64,scattered clouds
679,Lata,PT,40.1629,-8.3327,64.08,96,100,7.9,overcast clouds
680,Rockhampton,AU,-23.3833,150.5,75.09,88,56,8.05,broken clouds
681,Kargat,RU,55.1956,80.2811,14.58,94,100,13.29,light snow
682,Sangueya,GN,10.7,-14.3667,77.94,84,100,4.56,overcast clouds
683,Potenza,IT,40.6443,15.8086,40.17,91,71,2.42,broken clouds
684,Labuan,MY,5.2767,115.2417,73.76,100,40,0.0,scattered clouds
685,Guiratinga,BR,-16.3494,-53.7583,85.06,50,98,2.51,overcast clouds
686,Znamenskoye,RU,57.1281,73.8282,-1.14,91,100,12.19,overcast clouds
687,Brae,GB,60.3964,-1.353,36.28,83,100,29.04,light rain
688,Tomatlan,MX,19.9333,-105.25,86.54,44,8,7.83,clear sky
689,Honningsvag,NO,70.9821,25.9704,26.35,74,0,20.71,clear sky
690,Belaya Gora,RU,68.5333,146.4167,-17.48,98,100,5.84,overcast clouds
691,Acton Vale,CA,45.6501,-72.5658,26.26,70,0,1.01,clear sky
692,Changli,CN,39.7042,119.1506,24.08,36,0,6.55,clear sky
693,Oktyabrskoye,RU,43.0645,44.7417,26.74,100,100,2.24,fog
694,Maniitsoq,GL,65.4167,-52.9,17.13,56,100,6.85,overcast clouds
695,Majene,ID,-3.5403,118.9707,76.1,87,100,4.05,moderate rain
696,Usak,TR,38.5,29.4167,48.18,73,100,5.41,overcast clouds
697,Vallenar,CL,-28.5708,-70.7581,84.2,33,0,11.5,clear sky
698,Asosa,ET,10.0667,34.5333,66.42,40,0,4.38,clear sky
699,Alim,PH,9.5649,122.4876,77.63,84,100,4.12,overcast clouds
